tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,match_date,color,X,Y,Tableau X,Tableau Y,Radius,Stage Group,Result,Opponent,Point ID
2004-540,Wimbledon,Grass,128,G,20040621,1,103819,1,,Roger Federer,R,185,SUI,22.8692676249,1,5610,104372,,WC,Alex Bogdanovic,L,183,GBR,20.0821355236,295,112,6-3 6-3 6-0,5,R128,80,6,4,64,43,37,14,12,2,2,3,2,86,64,37,8,12,6,12,2004-06-21,#aeb7c6,624.56,146.76,624.56,553.24,5.5,Early Rounds,Win,Alex Bogdanovic,67
2004-540,Wimbledon,Grass,128,G,20040621,65,103819,1,,Roger Federer,R,185,SUI,22.8692676249,1,5610,104268,,Q,Alejandro Falla,L,185,COL,20.6023271732,138,303,6-1 6-2 6-0,5,R64,54,6,1,57,43,36,9,11,0,0,2,1,52,31,15,7,10,1,8,2004-06-21,#aeb7c6,499.96,117.56,499.96,582.44,5.5,Early Rounds,Win,Alejandro Falla,68
2004-540,Wimbledon,Grass,128,G,20040621,97,103819,1,,Roger Federer,R,185,SUI,22.8692676249,1,5610,102563,,,Thomas Johansson,R,180,SWE,29.2457221081,123,335,6-3 6-4 6-3,5,R32,98,11,2,80,53,42,18,14,2,2,4,0,90,49,37,17,14,7,11,2004-06-21,#aeb7c6,626.19,213.64,626.19,486.36,5.5,Early Rounds,Win,Thomas Johansson,69
2004-540,Wimbledon,Grass,128,G,20040621,113,103819,1,,Roger Federer,R,185,SUI,22.8692676249,1,5610,103333,,,Ivo Karlovic,R,208,CRO,25.311430527,62,626,6-3 7-6(3) 7-6(5),5,R16,110,6,1,96,72,59,20,17,2,2,14,2,100,69,50,21,16,3,4,2004-06-21,#49b6c2,538.75,293.98,538.75,406.02,7.2,R16 / Quarter-Final,Win,Ivo Karlovic,70
2004-540,Wimbledon,Grass,128,G,20040621,121,103819,1,,Roger Federer,R,185,SUI,22.8692676249,1,5610,103720,7,,Lleyton Hewitt,R,180,AUS,23.3210130048,10,1745,6-1 6-7(1) 6-0 6-4,5,QF,140,19,0,125,72,51,30,18,10,11,4,7,102,53,31,29,17,7,14,2004-06-21,#49b6c2,265.33,165.61,265.33,534.39,7.2,R16 / Quarter-Final,Win,Lleyton Hewitt,71
2004-540,Wimbledon,Grass,128,G,20040621,125,103819,1,,Roger Federer,R,185,SUI,22.8692676249,1,5610,103206,10,,Sebastien Grosjean,R,175,FRA,26.0643394935,13,1665,6-2 6-3 7-6(6),5,SF,120,6,3,91,54,41,20,14,1,2,2,2,106,62,39,17,15,6,11,2004-06-21,#a56bc5,356.72,35.47,356.72,664.53,9,Semi-Final / Final,Win,Sebastien Grosjean,72
2004-540,Wimbledon,Grass,128,G,20040621,127,103819,1,,Roger Federer,R,185,SUI,22.8692676249,1,5610,104053,2,,Andy Roddick,R,188,USA,21.8097193703,2,4695,4-6 7-5 7-6(3) 6-4,5,F,151,12,3,154,95,64,34,22,10,14,11,5,133,81,60,21,22,5,10,2004-06-21,#f1c34a,437.97,537.02,437.97,162.98,11,Title Win,Win,Andy Roddick,73
2004-560,US Open,Hard,128,G,20040830,1,103819,1,,Roger Federer,R,185,SUI,23.06091718,1,5910,102610,,,Albert Costa,R,180,ESP,29.18275154,44,785,7-5 6-2 6-4,5,R128,120,11,5,73,49,39,11,15,0,3,1,3,109,64,36,19,15,12,19,2004-08-30,#aeb7c6,662.35,254.18,662.35,445.82,5.5,Early Rounds,Win,Albert Costa,74
2004-560,US Open,Hard,128,G,20040830,65,103819,1,,Roger Federer,R,185,SUI,23.06091718,1,5910,104571,,Q,Marcos Baghdatis,R,183,CYP,19.2032854209,240,153,6-2 6-7(4) 6-3 6-1,5,R64,124,8,5,104,61,50,25,18,2,4,5,8,117,64,41,21,18,2,10,2004-08-30,#aeb7c6,645.25,276.76,645.25,423.24,5.5,Early Rounds,Win,Marcos Baghdatis,75
2004-560,US Open,Hard,128,G,20040830,97,103819,1,,Roger Federer,R,185,SUI,23.06091718,1,5910,102148,31,,Fabrice Santoro,R,178,FRA,31.7234770705,34,917,6-0 6-4 7-6(7),5,R32,123,10,2,96,59,46,21,14,1,1,2,2,95,56,36,20,14,4,8,2004-08-30,#aeb7c6,586.37,360.96,586.37,339.04,5.5,Early Rounds,Win,Fabrice Santoro,76
2004-560,US Open,Hard,128,G,20040830,113,103819,1,,Roger Federer,R,185,SUI,23.06091718,1,5910,102318,16,,Andrei Pavel,R,183,ROU,30.5900068446,18,1310,W/O,5,R16,,,,,,,,,,,,,,,,,,,,2004-08-30,#49b6c2,520.97,356.16,520.97,343.84,7.2,R16 / Quarter-Final,Win,Andrei Pavel,77
2004-560,US Open,Hard,128,G,20040830,121,103819,1,,Roger Federer,R,185,SUI,23.06091718,1,5910,101736,6,,Andre Agassi,R,180,USA,34.3381245722,7,2340,6-3 2-6 7-5 3-6 6-3,5,QF,180,16,9,158,101,75,27,24,6,9,4,4,142,97,69,27,23,7,10,2004-08-30,#49b6c2,530.01,75.48,530.01,624.52,7.2,R16 / Quarter-Final,Win,Andre Agassi,78
2004-560,US Open,Hard,128,G,20040830,125,103819,1,,Roger Federer,R,185,SUI,23.06091718,1,5910,102450,5,,Tim Henman,R,185,GBR,29.9822039699,6,2380,6-3 6-4 6-4,5,SF,104,7,2,84,53,40,20,15,2,4,4,1,74,45,28,18,14,2,7,2004-08-30,#a56bc5,261.51,209.22,261.51,490.78,9,Semi-Final / Final,Win,Tim Henman,79
2004-560,US Open,Hard,128,G,20040830,127,103819,1,,Roger Federer,R,185,SUI,23.06091718,1,5910,103720,4,,Lleyton Hewitt,R,180,AUS,23.5126625599,5,2605,6-0 7-6(3) 6-0,5,F,109,11,1,89,49,38,22,12,5,6,1,4,75,41,23,12,12,6,13,2004-08-30,#f1c34a,289.79,240.46,289.79,459.54,11,Title Win,Win,Lleyton Hewitt,80
2005-580,Australian Open,Hard,128,G,20050117,1,103819,1,,Roger Federer,R,185,SUI,23.4442162902,1,6525,102148,,,Fabrice Santoro,R,178,FRA,32.1067761807,49,793,6-1 6-1 6-2,5,R128,94,4,1,68,41,33,15,11,6,6,1,2,98,68,33,13,11,11,18,2005-01-17,#aeb7c6,682.89,7.98,682.89,692.02,5.5,Early Rounds,Win,Fabrice Santoro,81
2005-580,Australian Open,Hard,128,G,20050117,65,103819,1,,Roger Federer,R,185,SUI,23.4442162902,1,6525,102863,,Q,Takao Suzuki,R,175,JPN,28.3258042437,203,203,6-3 6-4 6-4,5,R64,113,7,0,84,59,45,17,15,3,4,7,3,105,71,39,21,14,7,11,2005-01-17,#aeb7c6,623.99,304.64,623.99,395.36,5.5,Early Rounds,Win,Takao Suzuki,82
2005-580,Australian Open,Hard,128,G,20050117,97,103819,1,,Roger Federer,R,185,SUI,23.4442162902,1,6525,103813,,,Jarkko Nieminen,L,185,FIN,23.4880219028,87,459,6-3 5-2 RET,5,R32,57,2,1,49,35,23,8,8,3,5,1,3,56,36,16,9,8,2,7,2005-01-17,#aeb7c6,603.84,325.39,603.84,374.61,5.5,Early Rounds,Win,Jarkko Nieminen,83
2005-580,Australian Open,Hard,128,G,20050117,113,103819,1,,Roger Federer,R,185,SUI,23.4442162902,1,6525,104571,,Q,Marcos Baghdatis,R,183,CYP,19.5865845311,155,285,6-2 6-2 7-6(4),5,R16,103,9,0,78,47,40,20,14,0,1,4,1,96,51,30,25,14,3,8,2005-01-17,#49b6c2,490.91,560.93,490.91,139.07,7.2,R16 / Quarter-Final,Win,Marcos Baghdatis,84
2005-580,Australian Open,Hard,128,G,20050117,121,103819,1,,Roger Federer,R,185,SUI,23.4442162902,1,6525,101736,8,,Andre Agassi,R,180,USA,34.7214236824,8,2100,6-3 6-4 6-4,5,QF,99,22,4,99,65,50,21,15,4,4,1,2,79,44,33,18,14,3,6,2005-01-17,#49b6c2,309.76,649.92,309.76,50.08,7.2,R16 / Quarter-Final,Win,Andre Agassi,85
2005-580,Australian Open,Hard,128,G,20050117,125,103498,4,,Marat Safin,R,193,RUS,24.9746748802,4,3060,103819,1,,Roger Federer,R,185,SUI,23.4442162902,1,6525,5-7 6-4 5-7 7-6(6) 9-7,5,SF,268,16,1,207,123,91,44,31,10,14,22,8,188,107,88,41,31,9,13,2005-01-17,#a56bc5,313.87,259.27,313.87,440.73,9,Semi-Final / Final,Loss,Marat Safin,86
2005-520,Roland Garros,Clay,128,G,20050523,1,103819,1,,Roger Federer,R,185,SUI,23.7891854894,1,6605,104534,,Q,Dudi Sela,R,175,ISR,20.1341546886,264,143,6-1 6-4 6-0,5,R128,89,2,5,75,47,33,14,12,4,6,0,5,79,49,20,12,11,8,16,2005-05-23,#aeb7c6,582.02,341.95,582.02,358.05,5.5,Early Rounds,Win,Dudi Sela,87
2005-520,Roland Garros,Clay,128,G,20050523,65,103819,1,,Roger Federer,R,185,SUI,23.7891854894,1,6605,104597,,,Nicolas Almagro,R,183,ESP,19.7535934292,76,506,6-3 7-6(0) 6-2,5,R64,107,6,3,88,53,43,22,15,1,2,7,6,91,54,38,14,14,6,10,2005-05-23,#aeb7c6,560.05,358.29,560.05,341.71,5.5,Early Rounds,Win,Nicolas Almagro,88
2005-520,Roland Garros,Clay,128,G,20050523,97,103819,1,,Roger Federer,R,185,SUI,23.7891854894,1,6605,103602,25,,Fernando Gonzalez,R,183,CHI,24.8158795346,26,1200,7-6(9) 7-5 6-2,5,R32,130,11,1,96,63,49,22,16,1,3,1,6,112,60,41,26,16,3,8,2005-05-23,#aeb7c6,536.00,377.68,536.00,322.32,5.5,Early Rounds,Win,Fernando Gonzalez,89
2005-520,Roland Garros,Clay,128,G,20050523,113,103819,1,,Roger Federer,R,185,SUI,23.7891854894,1,6605,102845,14,,Carlos Moya,R,190,ESP,28.7364818617,15,1430,6-1 6-4 6-3,5,R16,102,2,2,77,44,30,22,13,1,2,0,3,95,63,35,15,13,12,18,2005-05-23,#49b6c2,465.85,554.27,465.85,145.73,7.2,R16 / Quarter-Final,Win,Carlos Moya,90
2005-520,Roland Garros,Clay,128,G,20050523,121,103819,1,,Roger Federer,R,185,SUI,23.7891854894,1,6605,103812,,,Victor Hanescu,R,198,ROU,23.8384668036,90,455,6-2 7-6(3) 6-3,5,QF,124,7,7,92,43,35,28,15,1,3,2,3,110,78,46,14,14,11,16,2005-05-23,#49b6c2,598.66,147.97,598.66,552.03,7.2,R16 / Quarter-Final,Win,Victor Hanescu,91
2005-520,Roland Garros,Clay,128,G,20050523,125,104745,4,,Rafael Nadal,L,185,ESP,18.970568104,5,2600,103819,1,,Roger Federer,R,185,SUI,23.7891854894,1,6605,6-3 4-6 6-4 6-3,5,SF,167,2,4,120,88,54,16,19,6,12,3,5,119,74,47,17,19,4,13,2005-05-23,#a56bc5,327.26,289.38,327.26,410.62,9,Semi-Final / Final,Loss,Rafael Nadal,92
2005-540,Wimbledon,Grass,128,G,20050620,1,103819,1,,Roger Federer,R,185,SUI,23.8658453114,1,6980,103908,,,Paul Henri Mathieu,R,185,FRA,23.4360027379,58,649,6-4 6-2 6-4,5,R128,110,18,1,72,51,43,12,14,1,2,2,2,95,59,37,17,14,10,15,2005-06-20,#aeb7c6,516.93,396.10,516.93,303.90,5.5,Early Rounds,Win,Paul Henri Mathieu,93
2005-540,Wimbledon,Grass,128,G,20050620,65,103819,1,,Roger Federer,R,185,SUI,23.8658453114,1,6980,104371,,,Ivo Minar,R,183,CZE,21.0814510609,99,402,6-4 6-4 6-1,5,R64,82,10,1,72,54,46,12,14,2,2,3,6,93,51,35,17,13,3,7,2005-06-20,#aeb7c6,500.89,413.01,500.89,286.99,5.5,Early Rounds,Win,Ivo Minar,94
2005-540,Wimbledon,Grass,128,G,20050620,97,103819,1,,Roger Federer,R,185,SUI,23.8658453114,1,6980,103017,25,,Nicolas Kiefer,R,183,GER,27.9589322382,26,1230,6-2 6-7(5) 6-1 7-5,5,R32,155,14,4,115,81,58,22,20,2,4,5,2,108,56,44,19,19,2,9,2005-06-20,#aeb7c6,404.67,220.03,404.67,479.97,5.5,Early Rounds,Win,Nicolas Kiefer,95
2005-540,Wimbledon,Grass,128,G,20050620,113,103819,1,,Roger Federer,R,185,SUI,23.8658453114,1,6980,103507,23,,Juan Carlos Ferrero,R,183,ESP,25.3524982888,31,1075,6-3 6-4 7-6(6),5,R16,135,12,1,102,67,53,19,16,2,3,4,3,110,73,53,15,15,6,9,2005-06-20,#49b6c2,435.23,297.15,435.23,402.85,7.2,R16 / Quarter-Final,Win,Juan Carlos Ferrero,96
2005-540,Wimbledon,Grass,128,G,20050620,121,103819,1,,Roger Federer,R,185,SUI,23.8658453114,1,6980,103602,21,,Fernando Gonzalez,R,183,CHI,24.8925393566,24,1270,7-5 6-2 7-6(2),5,QF,111,9,0,89,53,41,26,16,2,3,5,4,98,65,42,18,16,2,6,2005-06-20,#49b6c2,417.54,107.14,417.54,592.86,7.2,R16 / Quarter-Final,Win,Fernando Gonzalez,97
2005-540,Wimbledon,Grass,128,G,20050620,125,103819,1,,Roger Federer,R,185,SUI,23.8658453114,1,6980,103720,3,,Lleyton Hewitt,R,180,AUS,24.3175906913,2,3640,6-3 6-4 7-6(4),5,SF,128,10,3,94,49,42,26,16,0,1,5,4,102,47,35,31,15,5,8,2005-06-20,#a56bc5,623.66,257.23,623.66,442.77,9,Semi-Final / Final,Win,Lleyton Hewitt,98
2005-540,Wimbledon,Grass,128,G,20050620,127,103819,1,,Roger Federer,R,185,SUI,23.8658453114,1,6980,104053,2,,Andy Roddick,R,188,USA,22.8062970568,4,3590,6-2 7-6(2) 6-4,5,F,101,12,0,79,49,40,22,15,1,2,7,1,96,68,46,11,15,5,9,2005-06-20,#f1c34a,291.99,294.19,291.99,405.81,11,Title Win,Win,Andy Roddick,99
2005-560,US Open,Hard,128,G,20050829,1,103819,1,,Roger Federer,R,185,SUI,24.0574948665,1,6975,104371,,,Ivo Minar,R,183,CZE,21.273100616,77,509,6-1 6-1 6-1,5,R128,63,11,2,63,45,38,9,11,1,1,3,3,59,35,19,6,10,3,10,2005-08-29,#aeb7c6,660.87,8.30,660.87,691.70,5.5,Early Rounds,Win,Ivo Minar,100
2005-560,US Open,Hard,128,G,20050829,65,103819,1,,Roger Federer,R,185,SUI,24.0574948665,1,6975,102148,,,Fabrice Santoro,R,178,FRA,32.720054757,76,509,7-5 7-5 7-6(2),5,R64,137,9,3,111,76,61,18,18,4,6,5,0,120,78,48,24,18,6,10,2005-08-29,#aeb7c6,492.35,434.29,492.35,265.71,5.5,Early Rounds,Win,Fabrice Santoro,101
2005-560,US Open,Hard,128,G,20050829,97,103819,1,,Roger Federer,R,185,SUI,24.0574948665,1,6975,103694,27,,Olivier Rochus,R,168,BEL,24.6105407255,29,1100,6-3 7-6(6) 6-2,5,R32,114,10,2,95,66,56,13,15,1,2,2,3,97,62,38,19,14,4,8,2005-08-29,#aeb7c6,216.75,9.87,216.75,690.13,5.5,Early Rounds,Win,Olivier Rochus,102
2005-560,US Open,Hard,128,G,20050829,113,103819,1,,Roger Federer,R,185,SUI,24.0574948665,1,6975,103017,,,Nicolas Kiefer,R,183,GER,28.1505817933,38,900,6-4 6-7(3) 6-3 6-4,5,R16,180,7,4,133,81,58,31,21,4,6,12,11,131,71,52,29,20,6,11,2005-08-29,#49b6c2,443.09,60.76,443.09,639.24,7.2,R16 / Quarter-Final,Win,Nicolas Kiefer,103
2005-560,US Open,Hard,128,G,20050829,121,103819,1,,Roger Federer,R,185,SUI,24.0574948665,1,6975,103900,11,,David Nalbandian,R,180,ARG,23.6577686516,11,1700,6-2 6-4 6-1,5,QF,99,11,0,74,40,32,18,13,3,5,0,6,75,42,23,11,12,4,11,2005-08-29,#49b6c2,614.66,114.40,614.66,585.60,7.2,R16 / Quarter-Final,Win,David Nalbandian,104
2005-560,US Open,Hard,128,G,20050829,125,103819,1,,Roger Federer,R,185,SUI,24.0574948665,1,6975,103720,3,,Lleyton Hewitt,R,180,AUS,24.5092402464,4,3335,6-3 7-6(0) 4-6 6-3,5,SF,178,8,2,150,91,62,34,21,10,13,6,8,140,69,53,28,19,11,15,2005-08-29,#a56bc5,430.33,198.22,430.33,501.78,9,Semi-Final / Final,Win,Lleyton Hewitt,105
2005-560,US Open,Hard,128,G,20050829,127,103819,1,,Roger Federer,R,185,SUI,24.0574948665,1,6975,101736,7,,Andre Agassi,R,180,USA,35.3347022587,7,2190,6-3 2-6 7-6(1) 6-1,5,F,139,19,0,107,81,60,15,19,3,6,6,4,131,78,45,29,17,14,18,2005-08-29,#f1c34a,667.75,188.27,667.75,511.73,11,Title Win,Win,Andre Agassi,106
2006-580,Australian Open,Hard,128,G,20060116,1,103819,1,,Roger Federer,R,185,SUI,24.4407939767,1,6725,104797,,WC,Denis Istomin,R,188,UZB,19.3593429158,195,198,6-2 6-3 6-2,5,R128,83,2,0,67,46,38,12,13,2,3,8,3,83,53,31,11,12,5,11,2006-01-16,#aeb7c6,196.53,10.17,196.53,689.83,5.5,Early Rounds,Win,Denis Istomin,107
2006-580,Australian Open,Hard,128,G,20060116,65,103819,1,,Roger Federer,R,185,SUI,24.4407939767,1,6725,104252,,,Florian Mayer,R,190,GER,22.2833675565,69,544,6-1 6-4 6-0,5,R64,72,9,1,74,45,34,18,12,1,1,2,5,69,44,23,11,11,4,10,2006-01-16,#aeb7c6,175.73,14.41,175.73,685.59,5.5,Early Rounds,Win,Florian Mayer,108
2006-580,Australian Open,Hard,128,G,20060116,97,103819,1,,Roger Federer,R,185,SUI,24.4407939767,1,6725,103018,30,,Max Mirnyi,R,196,BLR,28.5311430527,34,890,6-3 6-4 6-3,5,R32,109,6,2,70,47,37,20,14,1,1,5,6,108,72,50,11,14,11,15,2006-01-16,#aeb7c6,155.03,51.42,155.03,648.58,5.5,Early Rounds,Win,Max Mirnyi,109
2006-580,Australian Open,Hard,128,G,20060116,113,103819,1,,Roger Federer,R,185,SUI,24.4407939767,1,6725,103163,,,Tommy Haas,R,188,GER,27.7891854894,41,825,6-4 6-0 3-6 4-6 6-2,5,R16,178,10,1,132,77,60,29,21,7,9,5,0,138,89,56,28,22,5,11,2006-01-16,#49b6c2,424.02,350.21,424.02,349.79,7.2,R16 / Quarter-Final,Win,Tommy Haas,110
2006-580,Australian Open,Hard,128,G,20060116,121,103819,1,,Roger Federer,R,185,SUI,24.4407939767,1,6725,103786,5,,Nikolay Davydenko,R,178,RUS,24.6242299795,5,2355,6-4 3-6 7-6(7) 7-6(5),5,QF,193,6,0,139,86,64,28,22,5,10,1,2,144,111,78,14,21,6,10,2006-01-16,#49b6c2,609.94,177.14,609.94,522.86,7.2,R16 / Quarter-Final,Win,Nikolay Davydenko,111
2006-580,Australian Open,Hard,128,G,20060116,125,103819,1,,Roger Federer,R,185,SUI,24.4407939767,1,6725,103017,21,,Nicolas Kiefer,R,183,GER,28.5338809035,25,1215,6-3 5-7 6-0 6-2,5,SF,160,7,5,106,70,50,24,18,3,4,14,7,122,62,44,23,17,13,19,2006-01-16,#a56bc5,493.97,336.57,493.97,363.43,9,Semi-Final / Final,Win,Nicolas Kiefer,112
2006-580,Australian Open,Hard,128,G,20060116,127,103819,1,,Roger Federer,R,185,SUI,24.4407939767,1,6725,104571,,,Marcos Baghdatis,R,183,CYP,20.5831622177,54,684,5-7 7-5 6-0 6-2,5,F,166,11,6,144,77,55,34,19,7,10,6,2,114,55,39,22,19,4,12,2006-01-16,#f1c34a,690.26,136.48,690.26,563.52,11,Title Win,Win,Marcos Baghdatis,113
2006-520,Roland Garros,Clay,128,G,20060529,1,103819,1,,Roger Federer,R,185,SUI,24.8049281314,1,7010,103701,,Q,Diego Hartfield,R,185,ARG,25.3223819302,157,265,7-5 7-6(2) 6-2,5,R128,156,5,2,106,70,48,22,16,6,9,0,2,133,92,53,20,16,15,21,2006-05-29,#aeb7c6,136.48,38.83,136.48,661.17,5.5,Early Rounds,Win,Diego Hartfield,114
2006-520,Roland Garros,Clay,128,G,20060529,65,103819,1,,Roger Federer,R,185,SUI,24.8049281314,1,7010,104268,,LL,Alejandro Falla,L,185,COL,22.5379876797,139,309,6-1 6-4 6-3,5,R64,86,4,0,68,46,40,15,13,3,3,4,1,86,57,33,14,13,6,11,2006-05-29,#aeb7c6,159.59,28.66,159.59,671.34,5.5,Early Rounds,Win,Alejandro Falla,115
2006-520,Roland Garros,Clay,128,G,20060529,97,103819,1,,Roger Federer,R,185,SUI,24.8049281314,1,7010,103454,32,,Nicolas Massu,R,183,CHI,26.6338124572,35,885,6-1 6-2 6-7(4) 7-5,5,R32,155,6,3,114,70,52,29,20,5,7,4,5,119,77,51,18,19,5,12,2006-05-29,#aeb7c6,116.60,23.71,116.60,676.29,5.5,Early Rounds,Win,Nicolas Massu,116
2006-520,Roland Garros,Clay,128,G,20060529,113,103819,1,,Roger Federer,R,185,SUI,24.8049281314,1,7010,104607,20,,Tomas Berdych,R,196,CZE,20.6954140999,20,1390,6-3 6-2 6-3,5,R16,107,9,1,79,50,38,16,13,2,3,7,3,92,54,39,10,13,10,16,2006-05-29,#49b6c2,436.35,507.00,436.35,193.00,7.2,R16 / Quarter-Final,Win,Tomas Berdych,117
2006-520,Roland Garros,Clay,128,G,20060529,121,103819,1,,Roger Federer,R,185,SUI,24.8049281314,1,7010,104339,12,,Mario Ancic,R,196,CRO,22.1629021218,12,1710,6-4 6-3 6-4,5,QF,137,4,0,104,65,43,28,15,8,9,3,2,100,64,45,13,14,14,18,2006-05-29,#49b6c2,354.17,122.12,354.17,577.88,7.2,R16 / Quarter-Final,Win,Mario Ancic,118
2006-520,Roland Garros,Clay,128,G,20060529,125,103819,1,,Roger Federer,R,185,SUI,24.8049281314,1,7010,103900,3,,David Nalbandian,R,180,ARG,24.4052019165,3,3065,3-6 6-4 5-2 RET,5,SF,98,4,1,72,41,32,15,13,2,5,1,5,74,49,28,17,13,4,8,2006-05-29,#a56bc5,312.02,82.78,312.02,617.22,9,Semi-Final / Final,Win,David Nalbandian,119
2006-520,Roland Garros,Clay,128,G,20060529,127,104745,2,,Rafael Nadal,L,185,ESP,19.9863107461,2,4545,103819,1,,Roger Federer,R,185,SUI,24.8049281314,1,7010,1-6 6-1 6-4 7-6(4),5,F,182,3,0,111,85,59,17,18,7,10,8,1,119,72,49,25,18,8,12,2006-05-29,#a56bc5,315.88,208.23,315.88,491.77,9,Semi-Final / Final,Loss,Rafael Nadal,120
2006-540,Wimbledon,Grass,128,G,20060626,1,103819,1,,Roger Federer,R,185,SUI,24.8815879535,1,7260,104755,,,Richard Gasquet,R,185,FRA,20.0219028063,50,760,6-3 6-2 6-2,5,R128,74,5,1,70,47,40,15,13,1,1,2,1,69,54,30,8,12,2,7,2006-06-26,#aeb7c6,94.11,12.96,94.11,687.04,5.5,Early Rounds,Win,Richard Gasquet,121
2006-540,Wimbledon,Grass,128,G,20060626,65,103819,1,,Roger Federer,R,185,SUI,24.8815879535,1,7260,102450,,,Tim Henman,R,185,GBR,31.8028747433,64,615,6-4 6-0 6-2,5,R64,85,6,0,71,44,35,17,12,2,2,0,3,61,38,21,8,12,2,8,2006-06-26,#aeb7c6,69.29,10.61,69.29,689.39,5.5,Early Rounds,Win,Tim Henman,122
2006-540,Wimbledon,Grass,128,G,20060626,97,103819,1,,Roger Federer,R,185,SUI,24.8815879535,1,7260,103917,,,Nicolas Mahut,R,190,FRA,24.4271047228,77,530,6-3 7-6(2) 6-4,5,R32,125,7,1,93,60,43,26,16,1,2,10,5,96,58,40,19,15,5,8,2006-06-26,#aeb7c6,48.48,19.09,48.48,680.91,5.5,Early Rounds,Win,Nicolas Mahut,123
2006-540,Wimbledon,Grass,128,G,20060626,113,103819,1,,Roger Federer,R,185,SUI,24.8815879535,1,7260,104607,13,,Tomas Berdych,R,196,CZE,20.772073922,14,1635,6-3 6-3 6-4,5,R16,83,21,1,72,49,41,17,14,1,1,1,3,84,57,36,13,14,3,7,2006-06-26,#49b6c2,508.37,250.00,508.37,450.00,7.2,R16 / Quarter-Final,Win,Tomas Berdych,124
2006-540,Wimbledon,Grass,128,G,20060626,121,103819,1,,Roger Federer,R,185,SUI,24.8815879535,1,7260,104339,7,,Mario Ancic,R,196,CRO,22.2395619439,10,1885,6-4 6-4 6-4,5,QF,107,7,1,87,50,39,24,15,2,3,7,1,80,46,33,18,15,3,7,2006-06-26,#49b6c2,511.42,306.50,511.42,393.50,7.2,R16 / Quarter-Final,Win,Mario Ancic,125
2006-540,Wimbledon,Grass,128,G,20060626,125,103819,1,,Roger Federer,R,185,SUI,24.8815879535,1,7260,102035,,,Jonas Bjorkman,R,183,SWE,34.2587268994,59,638,6-2 6-0 6-2,5,SF,77,9,0,59,43,36,10,11,0,0,3,2,64,39,20,10,11,2,9,2006-06-26,#a56bc5,406.75,371.22,406.75,328.78,9,Semi-Final / Final,Win,Jonas Bjorkman,126
2006-540,Wimbledon,Grass,128,G,20060626,127,103819,1,,Roger Federer,R,185,SUI,24.8815879535,1,7260,104745,2,,Rafael Nadal,L,185,ESP,20.0629705681,2,4545,6-0 7-6(5) 6-7(2) 6-3,5,F,178,13,1,119,83,64,20,20,1,3,9,3,127,94,64,14,19,4,10,2006-06-26,#f1c34a,373.30,65.63,373.30,634.37,11,Title Win,Win,Rafael Nadal,127
2006-560,US Open,Hard,128,G,20060828,1,103819,1,,Roger Federer,R,185,SUI,25.054072553,1,7295,104499,,,Jimmy Wang,R,178,TPE,21.5496235455,109,394,6-4 6-1 6-0,5,R128,99,7,1,64,39,35,11,11,0,1,3,6,104,50,27,20,12,10,18,2006-08-28,#aeb7c6,30.83,34.58,30.83,665.42,5.5,Early Rounds,Win,Jimmy Wang,128
2006-560,US Open,Hard,128,G,20060828,65,103819,1,,Roger Federer,R,185,SUI,25.054072553,1,7295,102450,,,Tim Henman,R,185,GBR,31.9753593429,62,640,6-3 6-4 7-5,5,R64,121,6,1,81,56,46,17,16,0,1,2,6,113,64,44,21,15,9,13,2006-08-28,#aeb7c6,7.06,83.65,7.06,616.35,5.5,Early Rounds,Win,Tim Henman,129
2006-560,US Open,Hard,128,G,20060828,97,103819,1,,Roger Federer,R,185,SUI,25.054072553,1,7295,102434,,,Vincent Spadea,R,183,USA,32.1095140315,84,490,6-3 6-3 6-0,5,R32,88,7,0,74,46,38,16,12,4,4,2,2,75,42,22,17,12,5,11,2006-08-28,#aeb7c6,15.00,137.13,15.00,562.87,5.5,Early Rounds,Win,Vincent Spadea,130
2006-560,US Open,Hard,128,G,20060828,113,103819,1,,Roger Federer,R,185,SUI,25.054072553,1,7295,102967,,,Marc Gicquel,R,188,FRA,29.4127310062,79,504,6-3 7-6(2) 6-3,5,R16,104,15,2,94,61,48,23,16,5,5,8,0,87,43,33,22,14,1,3,2006-08-28,#49b6c2,478.10,646.56,478.10,53.44,7.2,R16 / Quarter-Final,Win,Marc Gicquel,131
2006-560,US Open,Hard,128,G,20060828,121,103819,1,,Roger Federer,R,185,SUI,25.054072553,1,7295,103484,5,,James Blake,R,185,USA,26.6666666667,7,2085,7-6(7) 6-0 6-7(9) 6-4,5,QF,165,9,4,137,84,66,24,20,5,8,8,4,154,91,54,31,20,10,17,2006-08-28,#49b6c2,478.76,608.69,478.76,91.31,7.2,R16 / Quarter-Final,Win,James Blake,132
