tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,match_date,color,X,Y,Tableau X,Tableau Y,Radius,Stage Group,Result,Opponent,Point ID
2017-560,US Open,Hard,128,G,20170828,116,103819,3,,Roger Federer,R,185,SUI,36,3,7145,126207,,,Frances Tiafoe,R,188,USA,19.6,70,705,4-6 6-2 6-1 1-6 6-4,5,R128,157,17,4,116,63,49,29,21,1,5,5,6,138,71,48,35,21,7,13,2017-08-28,#aeb7c6,500.90,476.53,500.90,223.47,5.5,Early Rounds,Win,Frances Tiafoe,377
2017-560,US Open,Hard,128,G,20170828,172,103819,3,,Roger Federer,R,185,SUI,36,3,7145,104022,,,Mikhail Youzhny,R,183,RUS,35.1,101,541,6-1 6-7(3) 4-6 6-4 6-2,5,R64,188,12,2,140,87,68,27,24,4,8,5,8,177,109,68,30,23,8,16,2017-08-28,#aeb7c6,507.42,497.89,507.42,202.11,5.5,Early Rounds,Win,Mikhail Youzhny,378
2017-560,US Open,Hard,128,G,20170828,200,103819,3,,Roger Federer,R,185,SUI,36,3,7145,103852,31,,Feliciano Lopez,L,188,ESP,35.9,35,1250,6-3 6-3 7-5,5,R32,106,13,1,84,46,39,22,15,5,6,9,3,91,49,38,16,15,7,12,2017-08-28,#aeb7c6,510.00,518.73,510.00,181.27,5.5,Early Rounds,Win,Feliciano Lopez,379
2017-560,US Open,Hard,128,G,20170828,214,103819,3,,Roger Federer,R,185,SUI,36,3,7145,104259,33,,Philipp Kohlschreiber,R,178,GER,33.8,37,1135,6-4 6-2 7-5,5,R16,109,11,2,75,49,43,19,15,0,0,4,2,96,55,37,20,15,3,7,2017-08-28,#49b6c2,504.83,655.81,504.83,44.19,7.2,R16 / Quarter-Final,Win,Philipp Kohlschreiber,380
2017-560,US Open,Hard,128,G,20170828,221,105223,24,,Juan Martin del Potro,R,198,ARG,28.9,28,1460,103819,3,,Roger Federer,R,185,SUI,36,3,7145,7-5 3-6 7-6(8) 6-4,5,QF,170,12,3,119,80,65,20,22,1,3,17,5,137,84,61,30,21,3,6,2017-08-28,#49b6c2,411.19,33.06,411.19,666.94,7.2,R16 / Quarter-Final,Loss,Juan Martin del Potro,381
2018-580,Australian Open,Hard,128,G,20180115,164,103819,2,,Roger Federer,R,185,SUI,36.4,2,9605,105379,,,Aljaz Bedene,R,181,SLO,28.4,51,968,6-3 6-4 6-3,5,R128,99,12,3,81,58,45,14,14,2,2,2,5,90,50,35,18,14,9,13,2018-01-15,#aeb7c6,510.00,537.56,510.00,162.44,5.5,Early Rounds,Win,Aljaz Bedene,382
2018-580,Australian Open,Hard,128,G,20180115,232,103819,2,,Roger Federer,R,185,SUI,36.4,2,9605,105526,,,Jan Lennard Struff,R,193,GER,27.7,55,870,6-4 6-4 7-6(4),5,R64,115,17,1,92,53,44,26,16,2,3,7,5,107,54,41,27,16,8,11,2018-01-15,#aeb7c6,510.00,556.40,510.00,143.60,5.5,Early Rounds,Win,Jan Lennard Struff,383
2018-580,Australian Open,Hard,128,G,20180115,316,103819,2,,Roger Federer,R,185,SUI,36.4,2,9605,104755,29,,Richard Gasquet,R,183,FRA,31.5,31,1375,6-2 7-5 6-4,5,R32,119,12,1,94,61,49,14,15,1,2,3,3,90,61,41,12,15,3,8,2018-01-15,#aeb7c6,524.28,565.35,524.28,134.65,5.5,Early Rounds,Win,Richard Gasquet,384
2018-580,Australian Open,Hard,128,G,20180115,408,103819,2,,Roger Federer,R,185,SUI,36.4,2,9605,105916,,,Marton Fucsovics,R,188,HUN,25.9,80,674,6-4 7-6(3) 6-2,5,R16,121,6,2,81,48,40,25,15,0,0,5,6,108,57,38,27,15,7,10,2018-01-15,#49b6c2,462.47,155.39,462.47,544.61,7.2,R16 / Quarter-Final,Win,Marton Fucsovics,385
2018-580,Australian Open,Hard,128,G,20180115,504,103819,2,,Roger Federer,R,185,SUI,36.4,2,9605,104607,19,,Tomas Berdych,R,196,CZE,32.3,20,2050,7-6(1) 6-3 6-4,5,QF,134,15,5,96,60,50,19,16,3,5,4,1,94,53,37,21,15,4,8,2018-01-15,#49b6c2,241.80,176.18,241.80,523.82,7.2,R16 / Quarter-Final,Win,Tomas Berdych,386
2018-580,Australian Open,Hard,128,G,20180115,602,103819,2,,Roger Federer,R,185,SUI,36.4,2,9605,111202,,,Hyeon Chung,R,188,KOR,21.6,58,857,6-1 5-2 RET,5,SF,62,9,1,37,16,15,15,7,1,1,1,3,53,30,17,9,7,7,11,2018-01-15,#a56bc5,357.73,589.93,357.73,110.07,9,Semi-Final / Final,Win,Hyeon Chung,387
2018-580,Australian Open,Hard,128,G,20180115,701,103819,2,,Roger Federer,R,185,SUI,36.4,2,9605,105227,6,,Marin Cilic,R,198,CRO,29.2,6,3805,6-2 6-7(5) 6-3 3-6 6-1,5,F,183,24,4,139,84,67,32,23,7,9,16,5,141,88,61,27,22,7,13,2018-01-15,#f1c34a,443.23,433.58,443.23,266.42,11,Title Win,Win,Marin Cilic,388
2018-540,Wimbledon,Grass,128,G,20180702,100,103819,1,,Roger Federer,R,185,SUI,36.8,2,8720,105583,,,Dusan Lajovic,R,183,SRB,28,58,920,6-1 6-3 6-4,5,R128,79,8,1,63,45,41,11,13,0,0,0,1,84,59,35,10,13,6,11,2018-07-02,#aeb7c6,544.05,569.91,544.05,130.09,5.5,Early Rounds,Win,Dusan Lajovic,389
2018-540,Wimbledon,Grass,128,G,20180702,164,103819,1,,Roger Federer,R,185,SUI,36.8,2,8720,105041,,,Lukas Lacko,R,185,SVK,30.6,73,752,6-4 6-4 6-1,5,R64,90,16,0,61,43,40,12,13,0,0,6,4,90,53,35,16,14,4,9,2018-07-02,#aeb7c6,564.53,570.46,564.53,129.54,5.5,Early Rounds,Win,Lukas Lacko,390
2018-540,Wimbledon,Grass,128,G,20180702,196,103819,1,,Roger Federer,R,185,SUI,36.8,2,8720,105526,,,Jan Lennard Struff,R,193,GER,28.1,64,865,6-3 7-5 6-2,5,R32,94,10,2,74,40,37,23,15,0,0,11,6,100,56,37,21,14,10,14,2018-07-02,#aeb7c6,564.70,593.52,564.70,106.48,5.5,Early Rounds,Win,Jan Lennard Struff,391
2018-540,Wimbledon,Grass,128,G,20180702,212,103819,1,,Roger Federer,R,185,SUI,36.8,2,8720,105173,22,,Adrian Mannarino,L,180,FRA,30,26,1580,6-0 7-5 6-4,5,R16,105,13,0,76,51,46,13,14,4,4,6,2,100,77,42,11,14,7,12,2018-07-02,#49b6c2,241.97,229.49,241.97,470.51,7.2,R16 / Quarter-Final,Win,Adrian Mannarino,392
2018-540,Wimbledon,Grass,128,G,20180702,220,104731,8,,Kevin Anderson,R,203,RSA,32.1,8,3635,103819,1,,Roger Federer,R,185,SUI,36.8,2,8720,2-6 6-7(5) 7-5 6-4 13-11,5,QF,254,27,3,208,139,106,36,34,9,12,17,1,177,123,97,32,33,3,7,2018-07-02,#49b6c2,381.11,369.13,381.11,330.87,7.2,R16 / Quarter-Final,Loss,Kevin Anderson,393
2018-560,US Open,Hard,128,G,20180827,163,103819,2,,Roger Federer,R,185,SUI,37,2,7080,106415,,,Yoshihito Nishioka,L,170,JPN,22.9,177,323,6-2 6-2 6-4,5,R128,112,14,3,82,55,43,13,13,8,9,0,4,110,64,29,27,13,9,15,2018-08-27,#aeb7c6,608.76,670.43,608.76,29.57,5.5,Early Rounds,Win,Yoshihito Nishioka,394
2018-560,US Open,Hard,128,G,20180827,195,103819,2,,Roger Federer,R,185,SUI,37,2,7080,105332,,,Benoit Paire,R,196,FRA,29.3,56,955,7-5 6-4 6-4,5,R64,117,5,5,95,55,41,25,16,4,6,6,11,102,57,36,22,16,4,9,2018-08-27,#aeb7c6,327.54,595.00,327.54,105.00,5.5,Early Rounds,Win,Benoit Paire,395
2018-560,US Open,Hard,128,G,20180827,211,103819,2,,Roger Federer,R,185,SUI,37,2,7080,106401,30,,Nick Kyrgios,R,193,AUS,23.3,30,1345,6-4 6-1 7-5,5,R32,104,16,1,92,61,53,15,15,4,4,13,2,94,57,36,22,14,6,10,2018-08-27,#aeb7c6,325.69,615.52,325.69,84.48,5.5,Early Rounds,Win,Nick Kyrgios,396
2018-560,US Open,Hard,128,G,20180827,219,105357,,,John Millman,R,183,AUS,29.2,55,963,103819,2,,Roger Federer,R,185,SUI,37,2,7080,3-6 7-5 7-6(7) 7-6(3),5,R16,215,8,1,144,91,68,32,24,8,11,13,10,173,84,68,42,23,8,11,2018-08-27,#49b6c2,385.16,315.04,385.16,384.96,7.2,R16 / Quarter-Final,Loss,John Millman,397
2019-580,Australian Open,Hard,128,G,20190114,147,103819,3,,Roger Federer,R,185,SUI,37.4,3,6420,104797,,,Denis Istomin,R,185,UZB,32.3,101,577,6-3 6-4 6-4,5,R128,117,14,2,82,46,38,24,15,0,0,4,1,99,69,45,16,14,6,9,2019-01-14,#aeb7c6,312.60,630.93,312.60,69.07,5.5,Early Rounds,Win,Denis Istomin,398
2019-580,Australian Open,Hard,128,G,20190114,187,103819,3,,Roger Federer,R,185,SUI,37.4,3,6420,105554,,Q,Daniel Evans,R,175,GBR,28.6,189,266,7-6(5) 7-6(3) 6-3,5,R64,155,11,1,99,62,52,24,17,2,3,4,0,115,70,51,21,16,3,5,2019-01-14,#aeb7c6,294.46,669.03,294.46,30.97,5.5,Early Rounds,Win,Daniel Evans,399
2019-580,Australian Open,Hard,128,G,20190114,207,103819,3,,Roger Federer,R,185,SUI,37.4,3,6420,126203,,,Taylor Fritz,R,196,USA,21.2,50,964,6-2 7-5 6-2,5,R32,88,10,3,70,43,40,17,14,0,0,8,0,78,45,28,20,14,4,9,2019-01-14,#aeb7c6,312.09,670.00,312.09,30.00,5.5,Early Rounds,Win,Taylor Fritz,400
2019-580,Australian Open,Hard,128,G,20190114,217,126774,14,,Stefanos Tsitsipas,R,193,GRE,20.4,15,2095,103819,3,,Roger Federer,R,185,SUI,37.4,3,6420,6-7(11) 7-6(3) 7-5 7-6(5),5,R16,225,20,1,188,112,87,49,24,12,12,12,0,156,105,83,31,24,2,3,2019-01-14,#49b6c2,450.20,177.19,450.20,522.81,7.2,R16 / Quarter-Final,Loss,Stefanos Tsitsipas,401
2019-520,Roland Garros,Clay,128,G,20190527,1148,103819,3,,Roger Federer,R,185,SUI,37.7,3,5950,132283,,,Lorenzo Sonego,R,191,ITA,24,74,732,6-2 6-4 6-4,5,R128,101,5,2,70,52,44,11,14,3,4,3,0,92,59,37,14,14,6,11,2019-05-27,#aeb7c6,331.79,670.00,331.79,30.00,5.5,Early Rounds,Win,Lorenzo Sonego,402
2019-520,Roland Garros,Clay,128,G,20190527,1224,103819,3,,Roger Federer,R,185,SUI,37.7,3,5950,106214,,LL,Oscar Otte,R,193,GER,25.8,144,391,6-4 6-3 6-4,5,R64,96,5,0,82,62,47,15,15,4,4,4,3,78,40,28,22,14,1,4,2019-05-27,#aeb7c6,351.49,670.00,351.49,30.00,5.5,Early Rounds,Win,Oscar Otte,403
2019-520,Roland Garros,Clay,128,G,20190527,1312,103819,3,,Roger Federer,R,185,SUI,37.7,3,5950,134770,,,Casper Ruud,R,183,NOR,20.4,63,810,6-3 6-1 7-6(8),5,R32,131,11,3,97,60,48,19,14,4,5,2,6,107,73,49,11,14,7,12,2019-05-27,#aeb7c6,371.19,670.00,371.19,30.00,5.5,Early Rounds,Win,Casper Ruud,404
2019-520,Roland Garros,Clay,128,G,20190527,1406,103819,3,,Roger Federer,R,185,SUI,37.7,3,5950,104919,,,Leonardo Mayer,R,188,ARG,32,68,770,6-2 6-3 6-3,5,R16,102,4,0,70,47,39,16,13,0,0,0,4,87,45,28,20,13,5,10,2019-05-27,#49b6c2,460.51,325.30,460.51,374.70,7.2,R16 / Quarter-Final,Win,Leonardo Mayer,405
2019-520,Roland Garros,Clay,128,G,20190527,1503,103819,3,,Roger Federer,R,185,SUI,37.7,3,5950,104527,24,,Stan Wawrinka,R,183,SUI,34.1,28,1365,7-6(4) 4-6 7-6(5) 6-4,5,QF,215,5,2,149,94,73,32,22,3,5,8,7,171,113,81,27,22,16,18,2019-05-27,#49b6c2,471.45,453.86,471.45,246.14,7.2,R16 / Quarter-Final,Win,Stan Wawrinka,406
2019-520,Roland Garros,Clay,128,G,20190527,1602,104745,2,,Rafael Nadal,L,185,ESP,32.9,2,7945,103819,3,,Roger Federer,R,185,SUI,37.7,3,5950,6-3 6-4 6-2,5,SF,145,3,1,88,72,49,9,14,2,4,3,1,93,55,34,15,13,10,16,2019-05-27,#a56bc5,441.60,399.88,441.60,300.12,9,Semi-Final / Final,Loss,Rafael Nadal,407
2019-540,Wimbledon,Grass,128,G,20190701,163,103819,2,,Roger Federer,R,185,SUI,37.8,3,6620,144750,,,Lloyd Harris,R,193,RSA,22.3,86,652,3-6 6-1 6-2 6-2,5,R128,111,9,1,78,44,35,27,16,0,1,5,3,99,59,37,18,16,6,12,2019-07-01,#aeb7c6,390.90,670.00,390.90,30.00,5.5,Early Rounds,Win,Lloyd Harris,408
2019-540,Wimbledon,Grass,128,G,20190701,195,103819,2,,Roger Federer,R,185,SUI,37.8,3,6620,126652,,,Jay Clarke,R,183,GBR,20.9,169,316,6-1 7-6(3) 6-2,5,R64,97,10,2,73,46,42,19,15,2,2,1,7,86,50,31,18,13,1,5,2019-07-01,#aeb7c6,410.60,670.00,410.60,30.00,5.5,Early Rounds,Win,Jay Clarke,409
2019-540,Wimbledon,Grass,128,G,20190701,211,103819,2,,Roger Federer,R,185,SUI,37.8,3,6620,106298,27,,Lucas Pouille,R,185,FRA,25.3,28,1340,7-5 6-2 7-6(4),5,R32,126,6,0,102,71,54,18,16,3,4,6,3,106,51,34,30,17,5,9,2019-07-01,#aeb7c6,430.30,670.00,430.30,30.00,5.5,Early Rounds,Win,Lucas Pouille,410
2019-540,Wimbledon,Grass,128,G,20190701,219,103819,2,,Roger Federer,R,185,SUI,37.8,3,6620,126610,17,,Matteo Berrettini,R,196,ITA,23.2,20,1665,6-1 6-2 6-2,5,R16,74,5,1,61,42,37,13,12,1,1,3,3,58,26,18,11,11,1,7,2019-07-01,#49b6c2,566.28,193.65,566.28,506.35,7.2,R16 / Quarter-Final,Win,Matteo Berrettini,411
2019-540,Wimbledon,Grass,128,G,20190701,223,103819,2,,Roger Federer,R,185,SUI,37.8,3,6620,105453,8,,Kei Nishikori,R,178,JPN,29.5,7,4040,4-6 6-1 6-4 6-4,5,QF,156,12,4,106,70,57,21,19,5,6,3,2,138,79,45,33,18,10,14,2019-07-01,#49b6c2,226.50,198.24,226.50,501.76,7.2,R16 / Quarter-Final,Win,Kei Nishikori,412
2019-540,Wimbledon,Grass,128,G,20190701,225,103819,2,,Roger Federer,R,185,SUI,37.8,3,6620,104745,3,,Rafael Nadal,L,185,ESP,33,2,7945,7-6(3) 1-6 6-3 6-4,5,SF,182,14,1,116,79,58,23,19,6,8,10,4,127,81,60,22,20,8,10,2019-07-01,#a56bc5,588.47,28.85,588.47,671.15,9,Semi-Final / Final,Win,Rafael Nadal,413
2019-540,Wimbledon,Grass,128,G,20190701,226,104925,1,,Novak Djokovic,R,188,SRB,32.1,1,12415,103819,2,,Roger Federer,R,185,SUI,37.8,3,6620,7-6(5) 1-6 7-6(4) 4-6 13-12(3),5,F,297,10,9,219,136,101,39,34,6,13,25,6,203,127,100,39,34,5,8,2019-07-01,#a56bc5,208.78,86.03,208.78,613.97,9,Semi-Final / Final,Loss,Novak Djokovic,414
2019-560,US Open,Hard,128,G,20190826,116,103819,3,,Roger Federer,R,185,SUI,38,3,6950,111576,,Q,Sumit Nagal,R,178,IND,22,190,264,4-6 6-1 6-2 6-4,5,R128,150,12,7,132,80,57,25,18,10,13,0,4,107,68,40,18,17,6,13,2019-08-26,#aeb7c6,450.00,670.00,450.00,30.00,5.5,Early Rounds,Win,Sumit Nagal,415
2019-560,US Open,Hard,128,G,20190826,172,103819,3,,Roger Federer,R,185,SUI,38,3,6950,106000,,,Damir Dzumhur,R,175,BIH,27.2,99,535,3-6 6-2 6-3 6-4,5,R64,142,16,4,119,82,63,16,18,6,8,2,8,117,76,49,21,18,4,9,2019-08-26,#aeb7c6,469.70,670.00,469.70,30.00,5.5,Early Rounds,Win,Damir Dzumhur,416
2019-560,US Open,Hard,128,G,20190826,200,103819,3,,Roger Federer,R,185,SUI,38,3,6950,105554,,,Daniel Evans,R,175,GBR,29.2,58,955,6-2 6-2 6-1,5,R32,80,10,1,61,40,32,15,12,1,2,0,4,67,34,14,13,11,7,14,2019-08-26,#aeb7c6,489.40,670.00,489.40,30.00,5.5,Early Rounds,Win,Daniel Evans,417
2019-560,US Open,Hard,128,G,20190826,214,103819,3,,Roger Federer,R,185,SUI,38,3,6950,105676,15,,David Goffin,R,180,BEL,28.7,15,2055,6-2 6-2 6-0,5,R16,79,10,3,62,42,35,8,11,5,7,0,4,60,30,12,8,11,1,10,2019-08-26,#49b6c2,344.31,267.16,344.31,432.84,7.2,R16 / Quarter-Final,Win,David Goffin,418
2019-560,US Open,Hard,128,G,20190826,221,105777,,,Grigor Dimitrov,R,191,BUL,28.2,78,722,103819,3,,Roger Federer,R,185,SUI,38,3,6950,3-6 6-4 3-6 6-4 6-2,5,QF,192,6,7,131,91,68,21,23,10,14,6,1,144,88,65,28,23,10,15,2019-08-26,#49b6c2,573.97,655.72,573.97,44.28,7.2,R16 / Quarter-Final,Loss,Grigor Dimitrov,419
2020-580,Australian Open,Hard,128,G,20200120,147,103819,3,,Roger Federer,R,185,SUI,38.4,3,6590,105449,,,Steve Johnson,R,188,USA,30,75,720,6-3 6-2 6-2,5,R128,81,11,1,66,49,40,13,13,1,1,3,2,73,46,26,13,12,4,9,2020-01-20,#aeb7c6,509.10,670.00,509.10,30.00,5.5,Early Rounds,Win,Steve Johnson,420
2020-580,Australian Open,Hard,128,G,20200120,187,103819,3,,Roger Federer,R,185,SUI,38.4,3,6590,105936,,,Filip Krajinovic,R,185,SRB,27.8,41,1158,6-1 6-4 6-1,5,R64,92,14,0,68,47,36,13,12,2,3,4,2,77,57,33,4,12,7,14,2020-01-20,#aeb7c6,528.81,670.00,528.81,30.00,5.5,Early Rounds,Win,Filip Krajinovic,421
2020-580,Australian Open,Hard,128,G,20200120,207,103819,3,,Roger Federer,R,185,SUI,38.4,3,6590,105357,,,John Millman,R,183,AUS,30.6,47,1096,4-6 7-6(2) 6-4 4-6 7-6(8),5,R32,243,16,6,170,111,85,30,27,4,8,11,4,189,118,80,43,27,7,10,2020-01-20,#aeb7c6,548.51,670.00,548.51,30.00,5.5,Early Rounds,Win,John Millman,422
2020-580,Australian Open,Hard,128,G,20200120,217,103819,3,,Roger Federer,R,185,SUI,38.4,3,6590,105916,,,Marton Fucsovics,R,188,HUN,27.9,67,827,4-6 6-1 6-2 6-2,5,R16,131,5,0,103,63,48,21,17,7,9,1,1,89,42,24,25,16,5,12,2020-01-20,#49b6c2,519.40,272.03,519.40,427.97,7.2,R16 / Quarter-Final,Win,Marton Fucsovics,423
2020-580,Australian Open,Hard,128,G,20200120,222,103819,3,,Roger Federer,R,185,SUI,38.4,3,6590,105815,,,Tennys Sandgren,R,188,USA,28.4,100,573,6-3 2-6 2-6 7-6(8) 6-3,5,QF,211,5,3,171,112,80,31,23,10,14,27,5,150,97,77,24,23,11,13,2020-01-20,#49b6c2,471.37,252.30,471.37,447.70,7.2,R16 / Quarter-Final,Win,Tennys Sandgren,424
2020-580,Australian Open,Hard,128,G,20200120,225,104925,2,,Novak Djokovic,R,188,SRB,32.6,2,9720,103819,3,,Roger Federer,R,185,SUI,38.4,3,6590,7-6(1) 6-4 6-3,5,SF,138,11,1,102,74,54,15,16,5,7,15,3,104,68,45,15,15,7,11,2020-01-20,#a56bc5,474.84,190.91,474.84,509.09,9,Semi-Final / Final,Loss,Novak Djokovic,425
2021-520,Roland Garros,Clay,128,G,20210531,115,103819,8,,Roger Federer,R,185,SUI,39.8,8,5605,104797,,Q,Denis Istomin,R,185,UZB,34.7,204,343,6-2 6-4 6-3,5,R128,93,8,0,65,46,37,15,14,0,0,3,4,87,61,36,13,13,8,13,2021-05-31,#aeb7c6,568.21,670.00,568.21,30.00,5.5,Early Rounds,Win,Denis Istomin,426
2021-520,Roland Garros,Clay,128,G,20210531,171,103819,8,,Roger Federer,R,185,SUI,39.8,8,5605,105227,,,Marin Cilic,R,198,CRO,32.6,47,1388,6-2 2-6 7-6(4) 6-2,5,R64,155,16,1,117,80,60,21,18,5,8,12,6,120,77,58,17,18,11,16,2021-05-31,#aeb7c6,587.91,670.00,587.91,30.00,5.5,Early Rounds,Win,Marin Cilic,427
2021-520,Roland Garros,Clay,128,G,20210531,199,103819,8,,Roger Federer,R,185,SUI,39.8,8,5605,136440,,,Dominik Koepfer,L,180,GER,27,59,1134,7-6(5) 6-7(3) 7-6(4) 7-5,5,R32,215,6,1,158,101,69,33,24,2,6,11,4,161,95,62,41,24,9,14,2021-05-31,#aeb7c6,608.92,652.88,608.92,47.12,5.5,Early Rounds,Win,Dominik Koepfer,428
2021-520,Roland Garros,Clay,128,G,20210531,213,126610,9,,Matteo Berrettini,R,196,ITA,25.1,9,3958,103819,8,,Roger Federer,R,185,SUI,39.8,8,5605,W/O,5,R16,,,,,,,,0,,,,,,,,,0,,,2021-05-31,#49b6c2,232.89,33.05,232.89,666.95,7.2,R16 / Quarter-Final,Loss,Matteo Berrettini,429
2021-540,Wimbledon,Grass,128,G,20210628,148,103819,6,,Roger Federer,R,185,SUI,39.8,8,4815,105173,,,Adrian Mannarino,L,180,FRA,32.9,41,1571,6-4 6-7(3) 3-6 6-2 0-0 RET,5,R128,164,16,3,112,68,50,27,19,6,8,5,6,130,83,63,20,21,9,13,2021-06-28,#aeb7c6,596.45,639.96,596.45,60.04,5.5,Early Rounds,Win,Adrian Mannarino,430
2021-540,Wimbledon,Grass,128,G,20210628,188,103819,6,,Roger Federer,R,185,SUI,39.8,8,4815,104755,,,Richard Gasquet,R,183,FRA,35,56,1148,7-6(1) 6-1 6-4,5,R64,111,10,0,95,62,52,19,15,5,5,3,2,96,55,36,21,15,3,6,2021-06-28,#aeb7c6,579.79,632.00,579.79,68.00,5.5,Early Rounds,Win,Richard Gasquet,431
2021-540,Wimbledon,Grass,128,G,20210628,208,103819,6,,Roger Federer,R,185,SUI,39.8,8,4815,111815,29,,Cameron Norrie,L,188,GBR,25.8,34,1770,6-4 6-4 5-7 6-4,5,R32,155,7,0,114,76,56,25,21,2,4,12,7,132,87,59,22,21,7,11,2021-06-28,#aeb7c6,566.97,616.97,566.97,83.03,5.5,Early Rounds,Win,Cameron Norrie,432
2021-540,Wimbledon,Grass,128,G,20210628,218,103819,6,,Roger Federer,R,185,SUI,39.8,8,4815,132283,23,,Lorenzo Sonego,R,191,ITA,26.1,27,2038,7-5 6-4 6-2,5,R16,131,4,1,78,47,37,20,15,2,3,4,2,108,67,44,18,15,10,15,2021-06-28,#49b6c2,436.97,88.33,436.97,611.67,7.2,R16 / Quarter-Final,Win,Lorenzo Sonego,433
2021-540,Wimbledon,Grass,128,G,20210628,223,128034,14,,Hubert Hurkacz,R,196,POL,24.3,18,2533,103819,6,,Roger Federer,R,185,SUI,39.8,8,4815,6-3 7-6(4) 6-0,5,QF,109,10,3,88,52,41,20,15,3,4,5,3,93,60,40,11,13,10,15,2021-06-28,#49b6c2,329.26,139.80,329.26,560.20,7.2,R16 / Quarter-Final,Loss,Hubert Hurkacz,434
